DATE,PARTY NAME,TYPE,GM,NECK,Quantity
29/01/2021,MASAR BEVERAGES     RAU,PET PREFORM,9.2,ALASKA,300
29/01/2021,MASAR BEVERAGES     RAU,PET PREFORM,13.6,ALASKA,200
29/01/2021,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,400
30/01/2021,M P AQUATECH,PET PREFORM,18.5,ALASKA,300
30/01/2021,M P AQUATECH,PET PREFORM,13.6,ALASKA,300
30/01/2021,M P AQUATECH,PET PREFORM,9.2,ALASKA,200
02/02/2021,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,500
02/02/2021,BALAJI INDUSTRIES,PET PREFORM,9.2,ALASKA,200
03/02/2021,M P AQUATECH,PET PREFORM,13.6,ALASKA,300
03/02/2021,M P AQUATECH,PET PREFORM,9.2,ALASKA,300
03/02/2021,M P AQUATECH,PET PREFORM,34,ALASKA,300
03/02/2021,NARMADA ENERGY DRINKS,PET PREFORM,18.5,ALASKA,1000
03/02/2021,NARMADA ENERGY DRINKS,PET PREFORM,13.6,ALASKA,600
03/02/2021,NARMADA ENERGY DRINKS,PET PREFORM,9.2,ALASKA,200
03/02/2021,NARMADA ENERGY DRINKS,PET PREFORM,32,ALASKA,200
04/02/2021,RITESH BLOWERS,PET PREFORM,18.5,ALASKA,400
04/02/2021,RITESH BLOWERS,PET PREFORM,13.6,ALASKA,300
04/02/2021,RITESH BLOWERS,PET PREFORM,9.2,ALASKA,300
04/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,9.2,ALASKA,400
04/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,13.6,ALASKA,400
04/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,400
05/02/2021,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,300
05/02/2021,BALAJI INDUSTRIES,PET PREFORM,13.6,ALASKA,100
06/02/2021,MARUTI ENTERPRISES,PET PREFORM,18.5,ALASKA,280
06/02/2021,MARUTI ENTERPRISES,PET PREFORM,13.6,ALASKA,260
06/02/2021,MARUTI ENTERPRISES,PET PREFORM,9.2,ALASKA,260
06/02/2021,MAXX BEVERAGS & ENERGY PVT.,PET PREFORM,18.5,ALASKA,400
06/02/2021,MAXX BEVERAGS & ENERGY PVT.,PET PREFORM,13.6,ALASKA,400
06/02/2021,MAXX BEVERAGS & ENERGY PVT.,PET PREFORM,9.2,ALASKA,200
06/02/2021,M P AQUATECH,PET PREFORM,18.5,ALASKA,400
06/02/2021,M P AQUATECH,PET PREFORM,13.6,ALASKA,400
07/02/2021,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,200
07/02/2021,RITESH BLOWERS,PET PREFORM,18.5,ALASKA,500
07/02/2021,RITESH BLOWERS,PET PREFORM,13.6,ALASKA,300
07/02/2021,RITESH BLOWERS,PET PREFORM,9.2,ALASKA,200
07/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,300
07/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,13.6,ALASKA,300
07/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,100
07/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,100
09/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,13.6,ALASKA,400
09/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,9.2,ALASKA,300
09/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,100
10/02/2021,NOESIS BUSINESS,PET PREFORM,9.2,ALASKA,200
10/02/2021,NOESIS BUSINESS,PET PREFORM,18.5,ALASKA,100
10/02/2021,M P AQUATECH,PET PREFORM,18.5,ALASKA,500
10/02/2021,M P AQUATECH,PET PREFORM,13.6,ALASKA,300
11/02/2021,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,400
11/02/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,18.5,ALASKA,500
11/02/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,13.6,ALASKA,300
11/02/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,9.2,ALASKA,200
12/02/2021,M P AQUATECH,PET PREFORM,18.5,ALASKA,200
12/02/2021,M P AQUATECH,PET PREFORM,13.6,ALASKA,300
12/02/2021,M P AQUATECH,PET PREFORM,34,ALASKA,200
12/02/2021,M P AQUATECH,PET PREFORM,32,ALASKA,100
12/02/2021,NARMADA ENERGY DRINKS,PET PREFORM,18.5,ALASKA,1400
12/02/2021,NARMADA ENERGY DRINKS,PET PREFORM,13.6,ALASKA,600
13/02/2021,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,400
13/02/2021,BALAJI INDUSTRIES,PET PREFORM,13.6,ALASKA,200
13/02/2021,VINAYAK ENTERPRISES BYPASS,PET PREFORM,34,ALASKA,240
13/02/2021,M P AQUATECH,PET PREFORM,13.6,ALASKA,500
13/02/2021,M P AQUATECH,PET PREFORM,18.5,ALASKA,200
13/02/2021,M P AQUATECH,PET PREFORM,34,ALASKA,100
15/02/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,18.5,ALASKA,500
15/02/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,13.6,ALASKA,300
15/02/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,9.2,ALASKA,200
15/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,300
15/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,13.6,ALASKA,300
15/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,200
16/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,300
16/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,13.6,ALASKA,300
16/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,9.2,ALASKA,300
16/02/2021,NOESIS BUSINESS,PET PREFORM,9.2,ALASKA,200
16/02/2021,NOESIS BUSINESS,PET PREFORM,18.5,ALASKA,100
16/02/2021,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,400
17/02/2021,M P AQUATECH,PET PREFORM,13.6,ALASKA,800
17/02/2021,MARUTI ENTERPRISES,PET PREFORM,18.5,ALASKA,400
17/02/2021,MARUTI ENTERPRISES,PET PREFORM,13.6,ALASKA,200
17/02/2021,MARUTI ENTERPRISES,PET PREFORM,9.2,ALASKA,200
17/02/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,18.5,ALASKA,500
17/02/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,13.6,ALASKA,200
17/02/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,9.2,ALASKA,200
18/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,400
18/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,300
18/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,100
18/02/2021,M P AQUATECH,PET PREFORM,13.6,ALASKA,400
18/02/2021,M P AQUATECH,PET PREFORM,9.2,ALASKA,400
18/02/2021,M P AQUATECH,PET PREFORM,32,ALASKA,100
19/02/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,18.5,ALASKA,500
19/02/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,13.6,ALASKA,300
19/02/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,9.2,ALASKA,200
19/02/2021,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,400
19/02/2021,BALAJI INDUSTRIES,PET PREFORM,32,ALASKA,100
19/02/2021,RIOG FOODS,PET PREFORM,18.5,ALASKA,200
19/02/2021,RIOG FOODS,PET PREFORM,13.6,ALASKA,400
19/02/2021,RIOG FOODS,PET PREFORM,9.2,ALASKA,400
20/02/2021,M P AQUATECH,PET PREFORM,18.5,ALASKA,400
20/02/2021,M P AQUATECH,PET PREFORM,13.6,ALASKA,300
22/02/2021,M P AQUATECH,PET PREFORM,9.2,ALASKA,300
22/02/2021,M P AQUATECH,PET PREFORM,34,ALASKA,300
22/02/2021,M P AQUATECH,PET PREFORM,18.5,ALASKA,200
23/02/2021,SKM PET BLOWERS,PET PREFORM,9.2,ALASKA,800
23/02/2021,NOESIS BUSINESS,PET PREFORM,18.5,ALASKA,140
23/02/2021,NOESIS BUSINESS,PET PREFORM,9.2,ALASKA,160
23/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,300
23/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,9.2,ALASKA,200
23/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,100
23/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,100
24/02/2021,BALAJI INDUSTRIES,PET PREFORM,9.2,ALASKA,200
24/02/2021,MARUTI ENTERPRISES,PET PREFORM,18.5,ALASKA,300
24/02/2021,MARUTI ENTERPRISES,PET PREFORM,13.6,ALASKA,260
24/02/2021,MARUTI ENTERPRISES,PET PREFORM,9.2,ALASKA,240
24/02/2021,M P AQUATECH,PET PREFORM,18.5,ALASKA,300
24/02/2021,M P AQUATECH,PET PREFORM,9.2,ALASKA,300
24/02/2021,M P AQUATECH,PET PREFORM,34,ALASKA,200
24/02/2021,M P AQUATECH,PET PREFORM,32,ALASKA,200
24/02/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,18.5,ALASKA,400
24/02/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,13.6,ALASKA,400
24/02/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,9.2,ALASKA,200
24/02/2021,NOESIS BUSINESS,PET PREFORM,18.5,ALASKA,1000
28/02/2021,RIOG FOODS,PET PREFORM,9.2,ALASKA,400
28/02/2021,RIOG FOODS,PET PREFORM,13.6,ALASKA,400
28/02/2021,RIOG FOODS,PET PREFORM,18.5,ALASKA,200
28/02/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,18.5,ALASKA,500
28/02/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,13.6,ALASKA,200
28/02/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,9.2,ALASKA,300
28/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,13.6,ALASKA,300
28/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,9.2,ALASKA,300
28/02/2021,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,300
28/02/2021,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,100
28/02/2021,BALAJI INDUSTRIES,PET PREFORM,9.2,ALASKA,200
28/02/2021,M P AQUATECH,PET PREFORM,13.6,ALASKA,300
28/02/2021,M P AQUATECH,PET PREFORM,9.2,ALASKA,300
28/02/2021,M P AQUATECH,PET PREFORM,34,ALASKA,300
03/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,300
03/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,200
03/03/2021,BALAJI INDUSTRIES,PET PREFORM,9.2,ALASKA,300
03/03/2021,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,100
03/03/2021,BALAJI INDUSTRIES,PET PREFORM,13.6,ALASKA,100
04/03/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,18.5,ALASKA,300
04/03/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,13.6,ALASKA,300
04/03/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,9.2,ALASKA,300
04/03/2021,M P AQUATECH,PET PREFORM,13.6,ALASKA,400
04/03/2021,M P AQUATECH,PET PREFORM,9.2,ALASKA,300
04/03/2021,M P AQUATECH,PET PREFORM,18.5,ALASKA,100
04/03/2021,M P AQUATECH,PET PREFORM,34,ALASKA,100
04/03/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,34,ALASKA,100
06/03/2021,NOESIS BUSINESS,PET PREFORM,18.5,ALASKA,1600
06/03/2021,NOESIS BUSINESS,PET PREFORM,9.2,ALASKA,400
07/03/2021,RIOG FOODS,PET PREFORM,18.5,ALASKA,400
07/03/2021,RIOG FOODS,PET PREFORM,13.6,ALASKA,300
07/03/2021,RIOG FOODS,PET PREFORM,9.2,ALASKA,300
07/03/2021,BALAJI INDUSTRIES,PET PREFORM,9.2,ALASKA,300
07/03/2021,BALAJI INDUSTRIES,PET PREFORM,13.6,ALASKA,100
07/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,300
07/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,9.2,ALASKA,200
07/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,100
07/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,100
08/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,300
08/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,13.6,ALASKA,200
08/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,9.2,ALASKA,200
09/03/2021,M P AQUATECH,PET PREFORM,9.2,ALASKA,400
09/03/2021,M P AQUATECH,PET PREFORM,18.5,ALASKA,200
09/03/2021,M P AQUATECH,PET PREFORM,34,ALASKA,200
10/03/2021,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,300
10/03/2021,BALAJI INDUSTRIES,PET PREFORM,13.6,ALASKA,300
10/03/2021,BALAJI INDUSTRIES,PET PREFORM,9.2,ALASKA,300
12/03/2021,M P AQUATECH,PET PREFORM,18.5,ALASKA,300
12/03/2021,M P AQUATECH,PET PREFORM,13.6,ALASKA,200
12/03/2021,M P AQUATECH,PET PREFORM,34,ALASKA,200
12/03/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,18.5,ALASKA,400
12/03/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,9.2,ALASKA,400
13/03/2021,M P AQUATECH,PET PREFORM,13.6,ALASKA,300
13/03/2021,M P AQUATECH,PET PREFORM,34,ALASKA,200
13/03/2021,M P AQUATECH,PET PREFORM,18.5,ALASKA,100
13/03/2021,M P AQUATECH,PET PREFORM,9.2,ALASKA,100
15/03/2021,M P AQUATECH,PET PREFORM,18.5,ALASKA,400
16/03/2021,BALAJI INDUSTRIES,PET PREFORM,13.6,ALASKA,300
16/03/2021,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,400
16/03/2021,BALAJI INDUSTRIES,PET PREFORM,9.2,ALASKA,300
18/03/2021,M P AQUATECH,PET PREFORM,18.5,ALASKA,300
18/03/2021,M P AQUATECH,PET PREFORM,9.2,ALASKA,200
18/03/2021,M P AQUATECH,PET PREFORM,34,ALASKA,200
18/03/2021,BALAJI INDUSTRIES,PET PREFORM,32,ALASKA,80
19/03/2021,SARA INDUSTRIES,PET PREFORM,32,ALASKA,200
19/03/2021,SYED WASIK ALI BLOWERS,PET PREFORM,18.5,ALASKA,360
19/03/2021,SYED WASIK ALI BLOWERS,PET PREFORM,18.5,ALASKA,360
19/03/2021,SYED WASIK ALI BLOWERS,PET PREFORM,18.5,ALASKA,10
19/03/2021,SYED WASIK ALI BLOWERS,PET PREFORM,13.6,ALASKA,10
19/03/2021,M P AQUATECH,PET PREFORM,18.5,ALASKA,400
19/03/2021,M P AQUATECH,PET PREFORM,34,ALASKA,300
19/03/2021,M P AQUATECH,PET PREFORM,9.2,ALASKA,100
19/03/2021,MARUTI ENTERPRISES,PET PREFORM,18.5,ALASKA,200
19/03/2021,MARUTI ENTERPRISES,PET PREFORM,13.6,ALASKA,200
19/03/2021,MARUTI ENTERPRISES,PET PREFORM,9.2,ALASKA,200
19/03/2021,M P AQUATECH,PET PREFORM,13.6,ALASKA,200
20/03/2021,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,600
20/03/2021,BALAJI INDUSTRIES,PET PREFORM,13.6,ALASKA,200
20/03/2021,BALAJI INDUSTRIES,PET PREFORM,9.2,ALASKA,200
22/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,13.6,ALASKA,100
22/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,9.2,ALASKA,300
22/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,200
22/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,100
23/03/2021,RIOG FOODS,PET PREFORM,18.5,ALASKA,400
23/03/2021,RIOG FOODS,PET PREFORM,13.6,ALASKA,300
23/03/2021,RIOG FOODS,PET PREFORM,9.2,ALASKA,300
24/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,200
24/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,200
24/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,200
24/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,9.2,ALASKA,100
25/03/2021,VINAYAK ENTERPRISES BYPASS,PET PREFORM,32,ALASKA,240
26/03/2021,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,800
26/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,300
26/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,9.2,ALASKA,300
26/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,100
26/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,18.5,ALASKA,200
26/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,13.6,ALASKA,200
26/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,9.2,ALASKA,200
26/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,18.5,ALASKA,200
26/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,13.6,ALASKA,200
26/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,13.6,ALASKA,300
26/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,9.2,ALASKA,300
26/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,13.6,ALASKA,200
26/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,18.5,ALASKA,200
26/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,9.2,ALASKA,200
27/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,18.5,ALASKA,200
27/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,18.5,ALASKA,200
27/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,13.6,ALASKA,300
27/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,9.2,ALASKA,100
27/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,18.5,ALASKA,300
27/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,13.6,ALASKA,200
27/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,9.2,ALASKA,200
27/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,13.6,ALASKA,200
27/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,9.2,ALASKA,200
28/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,18.5,ALASKA,300
28/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,13.6,ALASKA,300
28/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,13.6,ALASKA,300
28/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,18.5,ALASKA,300
28/03/2021,SAI SAMARTH BLOWERS,PET PREFORM,9.2,ALASKA,300
30/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,300
30/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,13.6,ALASKA,200
30/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,9.2,ALASKA,200
31/03/2021,RIOG FOODS,PET PREFORM,18.5,ALASKA,500
31/03/2021,BALAJI INDUSTRIES,PET PREFORM,13.6,ALASKA,400
31/03/2021,NARMADA ENERGY DRINKS,PET PREFORM,9.2,ALASKA,600
31/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,13.6,ALASKA,300
31/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,400
31/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,9.2,ALASKA,100
31/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,200
31/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,9.2,ALASKA,200
31/03/2021,MASAR BEVERAGES     RAU,PET PREFORM,13.6,ALASKA,200
01/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,700
01/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.9,ALASKA,300
01/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,300
01/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,200
01/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,500
01/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,200
01/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,200
01/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,9.6,ALASKA,100
01/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,500
04/04/2022,SKM PET BLOWERS,PET PREFORM,12.6,ALASKA,250
04/04/2022,SKM PET BLOWERS,PET PREFORM,12.6,ALASKA,125
04/04/2022,NOESIS BUSINESS,PET PREFORM,8.9,ALASKA,250
04/04/2022,NOESIS BUSINESS,PET PREFORM,9.6,ALASKA,100
04/04/2022,NOESIS BUSINESS,PET PREFORM,13.6,ALASKA,200
04/04/2022,NOESIS BUSINESS,PET PREFORM,18.6,ALASKA,450
04/04/2022,NOESIS BUSINESS,PET PREFORM,8.9,ALASKA,200
04/04/2022,M P AQUATECH,PET PREFORM,12.6,ALASKA,275
04/04/2022,M P AQUATECH,PET PREFORM,18.6,ALASKA,600
04/04/2022,M P AQUATECH,PET PREFORM,9.6,ALASKA,100
04/04/2022,M P AQUATECH,PET PREFORM,34,ALASKA,100
05/04/2022,GANGWAL BEVERAGES,PET PREFORM,12.6,ALASKA,500
05/04/2022,YESH ENTERPRISES     INDORE,PET PREFORM,12.6,ALASKA,975
06/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,500
06/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,9.6,ALASKA,100
06/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,400
06/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.9,ALASKA,300
08/04/2022,YESH ENTERPRISES     INDORE,PET PREFORM,12.6,ALASKA,500
09/04/2022,YESH ENTERPRISES     INDORE,PET PREFORM,12.6,ALASKA,500
09/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,9.6,ALASKA,100
09/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,400
09/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,600
09/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,200
09/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,200
09/04/2022,CLAROPET PACKAGING P. LTD,PET PREFORM,32,ALASKA,300
11/04/2022,M P AQUATECH,PET PREFORM,12.6,ALASKA,500
11/04/2022,M P AQUATECH,PET PREFORM,32,ALASKA,300
11/04/2022,M P AQUATECH,PET PREFORM,18.6,ALASKA,600
11/04/2022,YESH ENTERPRISES     INDORE,PET PREFORM,12.6,ALASKA,500
12/04/2022,NOESIS BUSINESS,PET PREFORM,8.9,ALASKA,500
12/04/2022,NOESIS BUSINESS,PET PREFORM,9.6,ALASKA,250
12/04/2022,RUKAMANI BEVERAGES PVT.LTD,PET PREFORM,13.6,ALASKA,500
13/04/2022,SKM PET BLOWERS,PET PREFORM,12.6,ALASKA,625
14/04/2022,GATI EVENTS AND MARKETING,PET PREFORM,8.9,ALASKA,125
14/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,500
14/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,825
15/04/2022,VINAYAK ENTERPRISES BYPASS,PET PREFORM,32,ALASKA,300
15/04/2022,MAAN PLAST,PET PREFORM,32,ALASKA,100
15/04/2022,SOHANI ENTERPRISES,PET PREFORM,18.6,ALASKA,500
15/04/2022,SOHANI ENTERPRISES,PET PREFORM,12.6,ALASKA,250
15/04/2022,SOHANI ENTERPRISES,PET PREFORM,8.9,ALASKA,250
16/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,300
16/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,9.6,ALASKA,200
16/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,200
16/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,300
16/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.9,ALASKA,400
19/04/2022,NOESIS BUSINESS,PET PREFORM,18.6,ALASKA,500
19/04/2022,NOESIS BUSINESS,PET PREFORM,8.9,ALASKA,250
19/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.9,ALASKA,500
19/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,9.6,ALASKA,200
19/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,200
19/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,400
19/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,200
20/04/2022,YESH ENTERPRISES     INDORE,PET PREFORM,8.9,ALASKA,500
20/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,500
20/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,300
21/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.9,ALASKA,400
21/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,400
21/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,600
21/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,100
21/04/2022,YESH ENTERPRISES     INDORE,PET PREFORM,8.9,ALASKA,300
21/04/2022,YESH ENTERPRISES     INDORE,PET PREFORM,12.6,ALASKA,200
22/04/2022,NOESIS BUSINESS,PET PREFORM,8.9,ALASKA,375
22/04/2022,NOESIS BUSINESS,PET PREFORM,18.6,ALASKA,375
22/04/2022,YESH ENTERPRISES     INDORE,PET PREFORM,8.9,ALASKA,200
22/04/2022,YESH ENTERPRISES     INDORE,PET PREFORM,12.6,ALASKA,300
22/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,400
22/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,500
22/04/2022,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,100
25/04/2022,M P AQUATECH,PET PREFORM,12.6,ALASKA,300
25/04/2022,M P AQUATECH,PET PREFORM,18.6,ALASKA,400
25/04/2022,M P AQUATECH,PET PREFORM,9.6,ALASKA,100
25/04/2022,M P AQUATECH,PET PREFORM,32,ALASKA,300
25/04/2022,M P AQUATECH,PET PREFORM,8.9,ALASKA,400
26/04/2022,SOHANI ENTERPRISES,PET PREFORM,18.6,ALASKA,750
26/04/2022,SOHANI ENTERPRISES,PET PREFORM,12.6,ALASKA,250
26/04/2022,DEV ENTERPRISES       ASHTA,PET PREFORM,8.9,ALASKA,100
26/04/2022,SKM PET BLOWERS,PET PREFORM,12.6,ALASKA,250
26/04/2022,M P AQUATECH,PET PREFORM,18.6,ALASKA,500
26/04/2022,M P AQUATECH,PET PREFORM,32,ALASKA,200
26/04/2022,M P AQUATECH,PET PREFORM,12.6,ALASKA,200
26/04/2022,M P AQUATECH,PET PREFORM,8.9,ALASKA,200
27/04/2022,YESH ENTERPRISES     INDORE,PET PREFORM,12.6,ALASKA,500
