DATE,PARTY NAME,TYPE,GM,NECK,Quantity,GROSS AMOUNT TRADE DIS.
25/11/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
25/11/2020,M P AQUATECH,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
25/11/2020,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
25/11/2020,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,13.6,ALASKA,300,CLEAR(ALASKA)13.6GMs 28mm
25/11/2020,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,9.2,ALASKA,300,CLEAR(ALASKA)9.2GMs 28mm
26/11/2020,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
26/11/2020,MASAR BEVERAGES     RAU,PET PREFORM,13.6,ALASKA,400,CLEAR(ALASKA)13.6GMs 28mm
26/11/2020,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,200,CLEAR(ALASKA)32GMs 28mm
26/11/2020,MASAR BEVERAGES     RAU,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
27/11/2020,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
27/11/2020,BALAJI INDUSTRIES,PET PREFORM,9.2,ALASKA,400,CLEAR(ALASKA)9.2GMs 28mm
28/11/2020,M P AQUATECH,PET PREFORM,18.5,ALASKA,500,CLEAR(ALASKA)18.5GMs 28mm
28/11/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,400,CLEAR(ALASKA)13.6GMs 28mm
28/11/2020,M P AQUATECH,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
28/11/2020,M P AQUATECH,PET PREFORM,34,ALASKA,100,CLEAR(ALASKA)34GMs 28mm
30/11/2020,RIOG FOODS,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
30/11/2020,RIOG FOODS,PET PREFORM,13.6,ALASKA,300,CLEAR(ALASKA)13.6GMs 28mm
30/11/2020,RIOG FOODS,PET PREFORM,9.2,ALASKA,300,CLEAR(ALASKA)9.2GMs 28mm
30/11/2020,M P AQUATECH,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
30/11/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,400,CLEAR(ALASKA)13.6GMs 28mm
30/11/2020,M P AQUATECH,PET PREFORM,9.2,ALASKA,400,CLEAR(ALASKA)9.2GMs 28mm
30/11/2020,NOESIS BUSINESS,PET PREFORM,9.2,ALASKA,160,CLEAR(ALASKA)9.2GMs 28mm
02/12/2020,NARMADA ENERGY DRINKS,PET PREFORM,13.6,ALASKA,400,CLEAR(ALASKA)13.6GMs 28mm
02/12/2020,NARMADA ENERGY DRINKS,PET PREFORM,9.2,ALASKA,600,CLEAR(ALASKA)9.2GMs 28mm
02/12/2020,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,200,CLEAR(ALASKA)18.5GMs 28mm
02/12/2020,BALAJI INDUSTRIES,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
03/12/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
03/12/2020,M P AQUATECH,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
03/12/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
03/12/2020,SYED WASIK ALI BLOWERS,PET PREFORM,18.5,ALASKA,500,CLEAR(ALASKA)18.5GMs 28mm
03/12/2020,SYED WASIK ALI BLOWERS,PET PREFORM,18.5,ALASKA,500,CLEAR(ALASKA)18.5GMs 28mm
03/12/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
03/12/2020,M P AQUATECH,PET PREFORM,18.5,ALASKA,200,CLEAR(ALASKA)18.5GMs 28mm
03/12/2020,M P AQUATECH,PET PREFORM,34,ALASKA,200,CLEAR(ALASKA)34GMs 28mm
03/12/2020,M P AQUATECH,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
04/12/2020,NOESIS BUSINESS,PET PREFORM,18.5,ALASKA,140,CLEAR(ALASKA)18.5GMs 28mm
04/12/2020,NOESIS BUSINESS,PET PREFORM,9.2,ALASKA,160,CLEAR(ALASKA)9.2GMs 28mm
05/12/2020,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
05/12/2020,BALAJI INDUSTRIES,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
05/12/2020,BALAJI INDUSTRIES,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
05/12/2020,BALAJI INDUSTRIES,PET PREFORM,32,ALASKA,100,CLEAR(ALASKA)32GMs 28mm
05/12/2020,MARUTI ENTERPRISES,PET PREFORM,18.5,ALASKA,260,CLEAR(ALASKA)18.5GMs 28mm
05/12/2020,MARUTI ENTERPRISES,PET PREFORM,13.6,ALASKA,100,CLEAR(ALASKA)13.6GMs 28mm
05/12/2020,MARUTI ENTERPRISES,PET PREFORM,9.2,ALASKA,240,CLEAR(ALASKA)9.2GMs 28mm
06/12/2020,M P AQUATECH,PET PREFORM,18.5,ALASKA,200,CLEAR(ALASKA)18.5GMs 28mm
06/12/2020,M P AQUATECH,PET PREFORM,32,ALASKA,200,CLEAR(ALASKA)32GMs 28mm
06/12/2020,M P AQUATECH,PET PREFORM,34,ALASKA,200,CLEAR(ALASKA)34GMs 28mm
06/12/2020,M P AQUATECH,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
06/12/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
06/12/2020,RIOG FOODS,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
06/12/2020,RIOG FOODS,PET PREFORM,13.6,ALASKA,300,CLEAR(ALASKA)13.6GMs 28mm
06/12/2020,RIOG FOODS,PET PREFORM,9.2,ALASKA,300,CLEAR(ALASKA)9.2GMs 28mm
08/12/2020,SKM PET BLOWERS,PET PREFORM,9.2,ALASKA,600,CLEAR(ALASKA)9.2GMs 28mm
08/12/2020,M P AQUATECH,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
08/12/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,400,CLEAR(ALASKA)13.6GMs 28mm
08/12/2020,M P AQUATECH,PET PREFORM,9.2,ALASKA,300,CLEAR(ALASKA)9.2GMs 28mm
09/12/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
10/12/2020,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,600,CLEAR(ALASKA)18.5GMs 28mm
10/12/2020,BALAJI INDUSTRIES,PET PREFORM,13.6,ALASKA,400,CLEAR(ALASKA)13.6GMs 28mm
10/12/2020,BALAJI INDUSTRIES,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
10/12/2020,M P AQUATECH,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
10/12/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,400,CLEAR(ALASKA)13.6GMs 28mm
10/12/2020,M P AQUATECH,PET PREFORM,9.2,ALASKA,300,CLEAR(ALASKA)9.2GMs 28mm
10/12/2020,M P AQUATECH,PET PREFORM,34,ALASKA,100,CLEAR(ALASKA)34GMs 28mm
11/12/2020,NOESIS BUSINESS,PET PREFORM,18.5,ALASKA,140,CLEAR(ALASKA)18.5GMs 28mm
11/12/2020,NOESIS BUSINESS,PET PREFORM,9.2,ALASKA,160,CLEAR(ALASKA)9.2GMs 28mm
11/12/2020,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
11/12/2020,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
11/12/2020,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,9.2,ALASKA,400,CLEAR(ALASKA)9.2GMs 28mm
12/12/2020,M P AQUATECH,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
12/12/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,400,CLEAR(ALASKA)13.6GMs 28mm
12/12/2020,M P AQUATECH,PET PREFORM,9.2,ALASKA,300,CLEAR(ALASKA)9.2GMs 28mm
12/12/2020,M P AQUATECH,PET PREFORM,34,ALASKA,100,CLEAR(ALASKA)34GMs 28mm
13/12/2020,RIOG FOODS,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
13/12/2020,RIOG FOODS,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
13/12/2020,RIOG FOODS,PET PREFORM,9.2,ALASKA,400,CLEAR(ALASKA)9.2GMs 28mm
15/12/2020,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,600,CLEAR(ALASKA)18.5GMs 28mm
15/12/2020,BALAJI INDUSTRIES,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
15/12/2020,SYED WASIK ALI BLOWERS,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
15/12/2020,SYED WASIK ALI BLOWERS,PET PREFORM,18.5,ALASKA,300,CLEAR(ALASKA)18.5GMs 28mm
15/12/2020,SYED WASIK ALI BLOWERS,PET PREFORM,18.5,ALASKA,300,CLEAR(ALASKA)18.5GMs 28mm
15/12/2020,M P AQUATECH,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
15/12/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,100,CLEAR(ALASKA)13.6GMs 28mm
15/12/2020,M P AQUATECH,PET PREFORM,9.2,ALASKA,300,CLEAR(ALASKA)9.2GMs 28mm
15/12/2020,M P AQUATECH,PET PREFORM,34,ALASKA,100,CLEAR(ALASKA)34GMs 28mm
15/12/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,100,CLEAR(ALASKA)13.6GMs 28mm
15/12/2020,M P AQUATECH,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
15/12/2020,M P AQUATECH,PET PREFORM,9.2,ALASKA,300,CLEAR(ALASKA)9.2GMs 28mm
15/12/2020,M P AQUATECH,PET PREFORM,32,ALASKA,100,CLEAR(ALASKA)32GMs 28mm
16/12/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,400,CLEAR(ALASKA)13.6GMs 28mm
16/12/2020,M P AQUATECH,PET PREFORM,32,ALASKA,100,CLEAR(ALASKA)32GMs 28mm
17/12/2020,MARUTI ENTERPRISES,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
17/12/2020,MARUTI ENTERPRISES,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
17/12/2020,MARUTI ENTERPRISES,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
17/12/2020,M P AQUATECH,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
17/12/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,400,CLEAR(ALASKA)13.6GMs 28mm
17/12/2020,M P AQUATECH,PET PREFORM,9.2,ALASKA,300,CLEAR(ALASKA)9.2GMs 28mm
17/12/2020,M P AQUATECH,PET PREFORM,34,ALASKA,100,CLEAR(ALASKA)34GMs 28mm
19/12/2020,NARMADA ENERGY DRINKS,PET PREFORM,18.5,ALASKA,2000,CLEAR(ALASKA)18.5GMs 28mm
19/12/2020,NARMADA ENERGY DRINKS,PET PREFORM,32,ALASKA,200,CLEAR(ALASKA)32GMs 28mm
19/12/2020,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
19/12/2020,MASAR BEVERAGES     RAU,PET PREFORM,13.6,ALASKA,400,CLEAR(ALASKA)13.6GMs 28mm
19/12/2020,MASAR BEVERAGES     RAU,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
19/12/2020,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,200,CLEAR(ALASKA)34GMs 28mm
20/12/2020,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,600,CLEAR(ALASKA)18.5GMs 28mm
20/12/2020,BALAJI INDUSTRIES,PET PREFORM,13.6,ALASKA,400,CLEAR(ALASKA)13.6GMs 28mm
21/12/2020,NOESIS BUSINESS,PET PREFORM,18.5,ALASKA,120,CLEAR(ALASKA)18.5GMs 28mm
22/12/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,300,CLEAR(ALASKA)13.6GMs 28mm
22/12/2020,M P AQUATECH,PET PREFORM,18.5,ALASKA,300,CLEAR(ALASKA)18.5GMs 28mm
22/12/2020,M P AQUATECH,PET PREFORM,34,ALASKA,200,CLEAR(ALASKA)34GMs 28mm
22/12/2020,M P AQUATECH,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
23/12/2020,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,600,CLEAR(ALASKA)18.5GMs 28mm
23/12/2020,BALAJI INDUSTRIES,PET PREFORM,13.6,ALASKA,400,CLEAR(ALASKA)13.6GMs 28mm
24/12/2020,SKM PET BLOWERS,PET PREFORM,32,ALASKA,60,CLEAR(ALASKA)32GMs 28mm
24/12/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,300,CLEAR(ALASKA)13.6GMs 28mm
24/12/2020,M P AQUATECH,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
24/12/2020,M P AQUATECH,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
24/12/2020,M P AQUATECH,PET PREFORM,34,ALASKA,200,CLEAR(ALASKA)34GMs 28mm
25/12/2020,RIOG FOODS,PET PREFORM,18.5,ALASKA,500,CLEAR(ALASKA)18.5GMs 28mm
25/12/2020,RIOG FOODS,PET PREFORM,13.6,ALASKA,300,CLEAR(ALASKA)13.6GMs 28mm
25/12/2020,RIOG FOODS,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
25/12/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
25/12/2020,M P AQUATECH,PET PREFORM,18.5,ALASKA,200,CLEAR(ALASKA)18.5GMs 28mm
25/12/2020,M P AQUATECH,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
25/12/2020,M P AQUATECH,PET PREFORM,32,ALASKA,200,CLEAR(ALASKA)32GMs 28mm
28/12/2020,M P AQUATECH,PET PREFORM,34,ALASKA,300,CLEAR(ALASKA)34GMs 28mm
28/12/2020,M P AQUATECH,PET PREFORM,32,ALASKA,300,CLEAR(ALASKA)32GMs 28mm
28/12/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,300,CLEAR(ALASKA)13.6GMs 28mm
28/12/2020,M P AQUATECH,PET PREFORM,9.2,ALASKA,300,CLEAR(ALASKA)9.2GMs 28mm
30/12/2020,M P AQUATECH,PET PREFORM,18.5,ALASKA,500,CLEAR(ALASKA)18.5GMs 28mm
30/12/2020,M P AQUATECH,PET PREFORM,9.2,ALASKA,400,CLEAR(ALASKA)9.2GMs 28mm
30/12/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
30/12/2020,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,200,CLEAR(ALASKA)18.5GMs 28mm
30/12/2020,BALAJI INDUSTRIES,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
31/12/2020,M P AQUATECH,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
31/12/2020,M P AQUATECH,PET PREFORM,13.6,ALASKA,300,CLEAR(ALASKA)13.6GMs 28mm
31/12/2020,M P AQUATECH,PET PREFORM,9.2,ALASKA,300,CLEAR(ALASKA)9.2GMs 28mm
31/12/2020,RIOG FOODS,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
31/12/2020,RIOG FOODS,PET PREFORM,9.2,ALASKA,400,CLEAR(ALASKA)9.2GMs 28mm
01/01/2021,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,200,CLEAR(ALASKA)18.5GMs 28mm
01/01/2021,BALAJI INDUSTRIES,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
01/01/2021,BALAJI INDUSTRIES,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
04/01/2021,M P AQUATECH,PET PREFORM,13.6,ALASKA,700,CLEAR(ALASKA)13.6GMs 28mm
04/01/2021,M P AQUATECH,PET PREFORM,34,ALASKA,300,CLEAR(ALASKA)34GMs 28mm
04/01/2021,MARUTI ENTERPRISES,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
04/01/2021,MARUTI ENTERPRISES,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
04/01/2021,MARUTI ENTERPRISES,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
05/01/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,18.5,ALASKA,300,CLEAR(ALASKA)18.5GMs 28mm
05/01/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,13.6,ALASKA,500,CLEAR(ALASKA)13.6GMs 28mm
05/01/2021,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
05/01/2021,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
05/01/2021,BALAJI INDUSTRIES,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
05/01/2021,BALAJI INDUSTRIES,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
06/01/2021,SYED WASIK ALI BLOWERS,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
06/01/2021,SYED WASIK ALI BLOWERS,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
06/01/2021,SYED WASIK ALI BLOWERS,PET PREFORM,18.5,ALASKA,200,CLEAR(ALASKA)18.5GMs 28mm
08/01/2021,M P AQUATECH,PET PREFORM,18.5,ALASKA,600,CLEAR(ALASKA)18.5GMs 28mm
08/01/2021,M P AQUATECH,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
08/01/2021,M P AQUATECH,PET PREFORM,34,ALASKA,200,CLEAR(ALASKA)34GMs 28mm
09/01/2021,RIOG FOODS,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
09/01/2021,RIOG FOODS,PET PREFORM,13.6,ALASKA,400,CLEAR(ALASKA)13.6GMs 28mm
09/01/2021,RIOG FOODS,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
12/01/2021,NOESIS BUSINESS,PET PREFORM,18.5,ALASKA,160,CLEAR(ALASKA)18.5GMs 28mm
12/01/2021,NOESIS BUSINESS,PET PREFORM,9.2,ALASKA,80,CLEAR(ALASKA)9.2GMs 28mm
12/01/2021,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,200,CLEAR(ALASKA)18.5GMs 28mm
12/01/2021,BALAJI INDUSTRIES,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
12/01/2021,BALAJI INDUSTRIES,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
12/01/2021,BALAJI INDUSTRIES,PET PREFORM,32,ALASKA,100,CLEAR(ALASKA)32GMs 28mm
12/01/2021,M P AQUATECH,PET PREFORM,18.5,ALASKA,300,CLEAR(ALASKA)18.5GMs 28mm
12/01/2021,M P AQUATECH,PET PREFORM,13.6,ALASKA,400,CLEAR(ALASKA)13.6GMs 28mm
12/01/2021,M P AQUATECH,PET PREFORM,34,ALASKA,200,CLEAR(ALASKA)34GMs 28mm
15/01/2021,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,500,CLEAR(ALASKA)18.5GMs 28mm
15/01/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,500,CLEAR(ALASKA)18.5GMs 28mm
15/01/2021,MASAR BEVERAGES     RAU,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
15/01/2021,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,200,CLEAR(ALASKA)34GMs 28mm
18/01/2021,NOESIS BUSINESS,PET PREFORM,18.5,ALASKA,200,CLEAR(ALASKA)18.5GMs 28mm
18/01/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,300,CLEAR(ALASKA)18.5GMs 28mm
18/01/2021,MASAR BEVERAGES     RAU,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
18/01/2021,MASAR BEVERAGES     RAU,PET PREFORM,9.2,ALASKA,300,CLEAR(ALASKA)9.2GMs 28mm
19/01/2021,SHRI JI PET INDUSTRIES,PET PREFORM,13.6,ALASKA,80,CLEAR(ALASKA)13.6GMs 28mm
19/01/2021,MARUTI ENTERPRISES,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
19/01/2021,MARUTI ENTERPRISES,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
19/01/2021,MARUTI ENTERPRISES,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
19/01/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,300,CLEAR(ALASKA)18.5GMs 28mm
19/01/2021,MASAR BEVERAGES     RAU,PET PREFORM,13.6,ALASKA,300,CLEAR(ALASKA)13.6GMs 28mm
19/01/2021,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,200,CLEAR(ALASKA)32GMs 28mm
20/01/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
20/01/2021,MASAR BEVERAGES     RAU,PET PREFORM,13.6,ALASKA,400,CLEAR(ALASKA)13.6GMs 28mm
21/01/2021,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
21/01/2021,BALAJI INDUSTRIES,PET PREFORM,9.2,ALASKA,300,CLEAR(ALASKA)9.2GMs 28mm
21/01/2021,NOESIS BUSINESS,PET PREFORM,9.2,ALASKA,160,CLEAR(ALASKA)9.2GMs 28mm
21/01/2021,NOESIS BUSINESS,PET PREFORM,18.5,ALASKA,40,CLEAR(ALASKA)18.5GMs 28mm
21/01/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,500,CLEAR(ALASKA)18.5GMs 28mm
21/01/2021,MASAR BEVERAGES     RAU,PET PREFORM,13.6,ALASKA,400,CLEAR(ALASKA)13.6GMs 28mm
21/01/2021,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,200,CLEAR(ALASKA)34GMs 28mm
23/01/2021,MAXX BEVERAGS & ENERGY PVT.,PET PREFORM,18.5,ALASKA,1000,CLEAR(ALASKA)18.5GMs 28mm
23/01/2021,MAXX BEVERAGS & ENERGY PVT.,PET PREFORM,13.6,ALASKA,1000,CLEAR(ALASKA)13.6GMs 28mm
23/01/2021,MAXX BEVERAGS & ENERGY PVT.,PET PREFORM,9.2,ALASKA,1000,CLEAR(ALASKA)9.2GMs 28mm
23/01/2021,M P AQUATECH,PET PREFORM,18.5,ALASKA,200,CLEAR(ALASKA)18.5GMs 28mm
23/01/2021,M P AQUATECH,PET PREFORM,9.2,ALASKA,300,CLEAR(ALASKA)9.2GMs 28mm
23/01/2021,M P AQUATECH,PET PREFORM,34,ALASKA,300,CLEAR(ALASKA)34GMs 28mm
23/01/2021,SYED WASIK ALI BLOWERS,PET PREFORM,18.5,ALASKA,500,CLEAR(ALASKA)18.5GMs 28mm
23/01/2021,SYED WASIK ALI BLOWERS,PET PREFORM,18.5,ALASKA,500,CLEAR(ALASKA)18.5GMs 28mm
23/01/2021,MAXX BEVERAGS & ENERGY PVT.,PET PREFORM,18.5,ALASKA,1000,CLEAR(ALASKA)18.5GMs 28mm
23/01/2021,MAXX BEVERAGS & ENERGY PVT.,PET PREFORM,13.6,ALASKA,1000,CLEAR(ALASKA)13.6GMs 28mm
23/01/2021,MAXX BEVERAGS & ENERGY PVT.,PET PREFORM,9.2,ALASKA,1000,CLEAR(ALASKA)9.2GMs 28mm
23/01/2021,M P AQUATECH,PET PREFORM,18.5,ALASKA,200,CLEAR(ALASKA)18.5GMs 28mm
23/01/2021,M P AQUATECH,PET PREFORM,9.2,ALASKA,300,CLEAR(ALASKA)9.2GMs 28mm
23/01/2021,M P AQUATECH,PET PREFORM,13.6,ALASKA,500,CLEAR(ALASKA)13.6GMs 28mm
27/01/2021,NOESIS BUSINESS,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
27/01/2021,M P AQUATECH,PET PREFORM,18.5,ALASKA,100,CLEAR(ALASKA)18.5GMs 28mm
27/01/2021,M P AQUATECH,PET PREFORM,13.6,ALASKA,500,CLEAR(ALASKA)13.6GMs 28mm
27/01/2021,BALAJI INDUSTRIES,PET PREFORM,18.5,ALASKA,500,CLEAR(ALASKA)18.5GMs 28mm
27/01/2021,BALAJI INDUSTRIES,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
27/01/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
27/01/2021,MASAR BEVERAGES     RAU,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
27/01/2021,MASAR BEVERAGES     RAU,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
27/01/2021,RIOG FOODS,PET PREFORM,18.5,ALASKA,300,CLEAR(ALASKA)18.5GMs 28mm
27/01/2021,RIOG FOODS,PET PREFORM,13.6,ALASKA,400,CLEAR(ALASKA)13.6GMs 28mm
27/01/2021,RIOG FOODS,PET PREFORM,9.2,ALASKA,300,CLEAR(ALASKA)9.2GMs 28mm
27/01/2021,MAMTA  SIKCHI,PET PREFORM,18.5,ALASKA,400,CLEAR(ALASKA)18.5GMs 28mm
27/01/2021,MAMTA  SIKCHI,PET PREFORM,13.6,ALASKA,200,CLEAR(ALASKA)13.6GMs 28mm
27/01/2021,MAMTA  SIKCHI,PET PREFORM,9.2,ALASKA,200,CLEAR(ALASKA)9.2GMs 28mm
29/01/2021,MASAR BEVERAGES     RAU,PET PREFORM,18.5,ALASKA,300,CLEAR(ALASKA)18.5GMs 28mm
